Phone Title,Screensize,resolution,FrontCam,OS,StorageMB,RAM,Battery mAh,Type,Specs Score,Likes
Samsung Galaxy S10 Lite 8GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,8,4500, Li-Po,100%,36
Samsung Galaxy Note 10 Lite 8GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,8,4500, Li-Po,77%,19
Samsung Galaxy A71 8GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,8,4500, Li-Po,100%,90
Samsung Galaxy A90 5G 8GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 9.0 Pie; One UI,128,8,4500, Li-Po,100%,50
Samsung Galaxy A70s 8GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 9.0 Pie; One UI,128,8,4500, Li-Po,100%,54
Samsung Galaxy Note 10 8GB256GB,6.3, 1080 x 2280 pixels,10,OS:Android 9.0 Pie; One UI,256,8,3500, Li-Ion,81%,31
Samsung Galaxy A80,6.7, 1080 x 2400 pixels,8,OS:Android 8.0 Oreo; Go Edition,128,8,3700, Li-Po,97%,72
Lenovo Z6 Pro 8GB256GB,6.39, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; ZUI 11,256,8,4000, Li-Po,100%,6
Lenovo Z6 Pro 8GB128GB,6.39, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; ZUI 11,128,8,4000, Li-Po,100%,10
Lenovo Z6 8GB128GB,6.39, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ZUI 11,128,8,4000, Li-Po,81%,12
Oppo Reno 3 Youth 8GB128GB,6.4, 1080 x 2400 pixels,32,OS:Android 10; ColorOS: 7,128,8,4025, Li-Po,100%,14
Oppo F15 8GB128GB,6.4, 1080 x 2400 pixels,16,OS:Android 9.0 Pie; ColorOS: 6.1,128,8,4025, Li-Po,98%,23
Oppo Reno 3 Pro 8GB128GB,6.5, 1080 x 2400 pixels,32,OS:Android 10; ColorOS: 7,128,8,4025, Li-Po,99%,37
Oppo Reno 3 8GB128GB,6.4, 1080 x 2400 pixels,32,OS:Android 10; ColorOS: 7,128,8,4025, Li-Po,100%,25
Oppo A91 8GB128GB,6.4, 1080 x 2400 pixels,16,OS:Android 9.0 Pie; ColorOS: 6.1,128,8,4025, Li-Po,98%,23
Oppo Reno 2F 8GB128GB,6.5, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ColorOS: 6,128,8,4000, Li-Po,97%,47
Oppo Reno Ace 8GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 9.0 Pie; ColorOS: 6.1,128,8,4000, Li-Po,100%,37
Oppo A9 2020 8GB128GB,6.5, 720 x 1600 pixels,16,OS:Android 9.0 Pie; ColorOS: 6.1,128,8,5000, Li-Po,98%,153
Oppo Reno 2 8GB256GB,6.5, 1080 x 2400 pixels,16,OS:Android 9.0 Pie; ColorOS: 6,256,8,4000, Li-Po,100%,95
Oppo K3 128GB,6.5, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ColorOS: 6,128,8,3765, Li-Po,75%,60
Xiaomi Black Shark 2 Pro 8GB128GB,6.39, 1080 x 2340 pixels,20,OS:Android 9.0 Pie,128,8,4000, Li-Ion,100%,9
Xiaomi Black Shark 2 8GB256GB,6.39, 1080 x 2340 pixels,20,OS:Android 9.0 Pie,256,8,4000, Li-Ion,100%,5
Xiaomi Black Shark 2 8GB128GB,6.39, 1080 x 2340 pixels,20,OS:Android 9.0 Pie,128,8,4000, Li-Ion,100%,6
Xiaomi Black Shark 8GB128GB,5.99, 1080 x 2160 pixels,20,OS:Android 8.0 Oreo,128,8,4000, Li-Ion,82%,4
Xiaomi Black Shark Helo 8GB128GB,6.01, 1080 x 2160 pixels,20,OS:Android 8.0 Oreo,128,8,4000, Li-Ion,82%,4
Xiaomi Mi CC9mt Meitu Edition 8GB256GB,6.39, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; MIUI 10,256,8,4030, Li-Po,100%,12
Xiaomi Redmi K20 Pro 8GB256GB,6.39, 1080 x 2340 pixels,20,OS:Android 10.0; OxygenOS: 10.0.4,256,8,4000, Li-Po,100%,9
Xiaomi Redmi K20 Pro 8GB128GB,6.39, 1080 x 2340 pixels,20,OS:Android 10.0; OxygenOS: 10.0.4,128,8,4000, Li-Po,100%,7
Xiaomi Redmi K20 8GB256GB,6.39, 1080 x 2340 pixels,20,OS:Android 10.0; OxygenOS: 10.0.4,256,8,4000, Li-Po,100%,7
Oppo F17 Pro 8GB128GB,6.43, 1080 x 2400 pixels,16, dualOS:Android 10; ColorOS: 7.2,128,8,4000, Li-Po,98%,9
Oppo K7 5G 8GB256GB,6.4, 1080 x 2400 pixels,32,OS:Android 10; Color OS: 7,256,8,4025, Li-Po,100%,9
Oppo K7 5G 8GB128GB,6.4, 1080 x 2400 pixels,32,OS:Android 10; Color OS: 7,128,8,4025, Li-Po,100%,9
Oppo Reno 4 Pro 4G 8GB256GB,6.5, 1080 x 2400 pixels,32,OS:Android 10; ColorOS: 7.2,256,8,4000, Li-Po,100%,15
Oppo Reno 4 Pro 4G 8GB128GB,6.5, 1080 x 2400 pixels,32,OS:Android 10; ColorOS: 7.2,128,8,4000, Li-Po,99%,9
Oppo Reno 4 4G 8GB128GB,6.4, 1080 x 2400 pixels,32,OS:Android 10; ColorOS: 7.2,128,8,4015, Li-Po,99%,9
Oppo Reno 4 Pro 5G 8GB128GB,6.55, 1080 x 2400 pixels,32,OS:Android 10; ColorOS: 7.2,128,8,4000, Li-Po,99%,11
Oppo Reno 4 5G 8GB256GB,6.43, 1080 x 2400 pixels,32, dualOS:Android 10; ColorOS: 7.2,256,8,4000, Li-Po,100%,7
Oppo Reno 4 5G 8GB128GB,6.43, 1080 x 2400 pixels,32, dualOS:Android 10; ColorOS: 7.2,128,8,4000, Li-Po,99%,13
Oppo A92s 8GB256GB,6.57, 1080 x 2400 pixels,16, dualOS:Android 10; ColorOS: 7.1,256,8,4000, Li-Po,100%,7
Oppo A92s 8GB128GB,6.57, 1080 x 2400 pixels,16, dualOS:Android 10; ColorOS: 7.1,128,8,4000, Li-Po,97%,8
Oppo A72 8GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; ColorOS: 7.1,128,8,5000, Li-Po,100%,3
Oppo Find X2 Lite 8GB128GB,6.4, 1080 x 2400 pixels,32,OS:Android 10.0; ColorOS: 7,128,8,4025, Li-Po,99%,7
Oppo A92 8GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; ColorOS: 7.1,128,8,5000, Li-Po,100%,40
Oppo Ace 2 8GB256GB,6.55, 1080 x 2400 pixels,16,OS:Android 10; ColorOS: 7.1,256,8,4000, Li-Po,100%,6
Oppo Ace 2 8GB128GB,6.55, 1080 x 2400 pixels,16,OS:Android 10; ColorOS: 7.1,128,8,4000, Li-Po,100%,2
Realme X50m 5G 8GB128GB,6.57, 1080 x 2400 pixels,16,OS:Android 10; Realme UI 1.0,128,8,4200, Li-Po,100%,5
Realme X50 Pro Player 8GB128GB,6.44, 1080 x 2400 pixels,16,OS:Android 10; Realme UI 1.0,128,8,4200, Li-Po,100%,4
Realme X3 SuperZoom 8GB128GB,6.6, 1080 x 2400 pixels,32,OS:Android 10; Realme UI,128,8,4200, Li-Po,100%,3
Samsung Galaxy Note 20 Ultra 8GB512GB,6.9, 1440 x 3088 pixels,10,OS:Android 10; One UI 2.1,512,8,4500, Li-Ion,100%,9
Samsung Galaxy Note 20 Ultra 8GB256GB,6.9, 1440 x 3088 pixels,10,OS:Android 10; One UI 2.1,256,8,4500, Li-Ion,100%,22
Samsung Galaxy Note 20 8GB256GB,6.7, 1080 x 2400 pixels,10,OS:Android 10; One UI 2.1,256,8,4300, Li-Ion,83%,10
Samsung Galaxy M31s 8GB128GB,6.5, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2.0,128,8,6000, Li-Po,100%,31
Samsung Galaxy Z Flip 5G 8GB256GB,6.7, 1080 x 2636 pixels,10,OS:Android 10.0; One UI 2,256,8,3300, Li-Po,83%,10
Samsung Galaxy A Quantum 8GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,8,4500, Li-Po,100%,29
Samsung Galaxy A71 5G 8GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,8,4500, Li-Po,100%,19
Samsung Galaxy A51 5G 8GB128GB,6.5, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,8,4500, Li-Po,100%,39
Oppo Find X,6.42, 1080 x 2340 pixels,25,OS:Android 8.1 Oreo,256,8,3730, Li-Ion,85%,112
OnePlus Nord 8GB128GB,6.44, 1080 x 2400 pixels,32,OS:Android 10.0; OxygenOS: 10.0,128,8,4115, Li-Po,100%,8
OnePlus 8 Pro 8GB128GB,6.78, 1440 x 3168 pixels,16,OS:Android 10.0; OxygenOS: 10.0,128,8,4510, Li-Po,100%,3
OnePlus 8 8GB128GB,6.55, 1080 x 2400 pixels,16,OS:Android 10.0; OxygenOS: 10.0,128,8,4300, Li-Po,100%,8
OnePlus 7T Pro 8GB256GB,6.67, 1440 x 3120 pixels,16,OS:Android 10.0; OxygenOS: 10.0.4,256,8,4085, Li-Po,100%,27
OnePlus 7 Pro 8GB256GB,6.67, 1440 x 3120 pixels,16,OS:Android 9.0 Pie; EMUI 9.1,256,8,4000, Li-Po,100%,30
OnePlus 7T 8GB256GB,6.55, 1080 x 2400 pixels,16,OS:Android 10.0; OxygenOS: 10,256,8,3800, Li-Po,100%,24
OnePlus 7T 8GB128GB,6.55, 1080 x 2400 pixels,16,OS:Android 10.0; OxygenOS: 10,128,8,3800, Li-Po,100%,16
OnePlus 7 256GB,6.41, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; OxygenOS: 9,256,8,3700, Li-Po,100%,21
OnePlus 6 128GB,6.28, 1080 x 2280 pixels,16,OS:Android 8.1 Oreo,128,8,3300, Li-Po,77%,27
OnePlus 5T 128GB,6.01, 1080 x 2160 pixels,16,OS:Android 7.1.1 Nougat,128,8,3300, Li-Po,78%,14
OnePlus 5 128GB,5.5, 1080 x 1920 pixels,16,OS:Android 7.1.1 Nougat,128,8,3300, Li-Po,75%,13
Honor Play 4 Pro 8GB128GB,6.57, 1080 x 2400 pixels,32, dualOS:Android 10; Magic UI 3.1,128,8,4200, Li-Po,95%,5
Honor Play 4 8GB128GB,6.81, 1080 x 2400 pixels,16,OS:Android 10; Magic UI 3.1,128,8,4300, Li-Po,100%,4
Honor 30 8GB256GB,6.53, 1080 x 2400 pixels,32,OS:Android 10.0; Magic UI 3 (HMS),256,8,4000, Li-Po,100%,3
Honor 30 8GB128GB,6.53, 1080 x 2400 pixels,32,OS:Android 10.0; Magic UI 3 (HMS),128,8,4000, Li-Po,95%,2
HTC U20 5G 8GB256GB,6.8, 1080 x 2400 pixels,32,OS:Android 10,256,8,5000, Li-Po,100%,15
Xiaomi Mi Note 10 Pro 8GB256GB,6.47, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; MIUI 11,256,8,5260, Li-Po,100%,18
Xiaomi Mi 10 5G 8GB256GB,6.67, 1080 x 2340 pixels,20,OS:Android 10; MIUI 11,256,8,4780, Li-Po,100%,8
Xiaomi Mi 10 5G 8GB128GB,6.67, 1080 x 2340 pixels,20,OS:Android 10; MIUI 11,128,8,4780, Li-Po,100%,4
Xiaomi Poco X2 8GB256GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10.0; MIUI 11,256,8,4500, Li-Po,100%,12
Xiaomi Redmi K30 5G 8GB256GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10; MIUI 11,256,8,4500, Li-Po,100%,22
Xiaomi Redmi K30 5G 8GB128GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10; MIUI 11,128,8,4500, Li-Po,100%,11
Xiaomi Redmi K30 8GB256GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10; MIUI 11,256,8,4500, Li-Po,100%,6
Xiaomi Redmi K30 8GB128GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10; MIUI 11,128,8,4500, Li-Po,100%,9
Xiaomi Mi 9T Pro 8GB256GB,6.39, 1080 x 2340 pixels,20,OS:Android 9.0 Pie; EMUI 9.1,256,8,4000, Li-Po,100%,15
Infinix Zero 8 8GB128GB,6.85, 1080 x 2460 pixels,48, dualOS:Android 10; XOS: 7.0,128,8,4500, Li-Po,100%,12
LG Velvet 8GB128GB,6.8, 1080 x 2460 pixels,16,OS:Android 10; LG UX 9,128,8,4300, Li-Po,100%,11
Samsung Galaxy S10 S10 Plus 512GB 8GB,6.4, 1440 x 3040 pixels,10, DualOS:Android 9.0 Pie,512,8,4100, Li-Ion,99%,26
Samsung Galaxy S10e 256GB 8GB,5.8, 1080 x 2280 pixels,10,OS:Android 9.0 Pie,256,8,3100, Li-Ion,80%,12
Samsung Galaxy S10 512GB 8GB,6.1, 1440 x 3040 pixels,10,OS:Android 9.0 Pie,512,8,3400, Li-Ion,97%,17
Samsung Galaxy S10 5G,6.7, 1440 x 3040 pixels,10,OS:Android 9.0 Pie,256,8,4500, Li-Ion,86%,24
Samsung Galaxy S10 128GB 8GB,6.1, 1440 x 3040 pixels,10,OS:Android 9.0 Pie,128,8,3400, Li-Ion,76%,70
Samsung Galaxy Note 9 512GB,6.4, 1440 x 2960 pixels,8,OS:Android 8.1 Oreo,512,8,4000, Li-Ion,99%,28
Huawei Nova 5T 8GB128GB,6.26, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; EMUI 10,128,8,3750, Li-Po,100%,52
Huawei Nova 6 8GB128GB,6.57, 1080 x 2400 pixels,32,OS:Android 10; EMUI 10,128,8,4100, Li-Po,96%,26
Huawei Honor V30 Pro 8GB256GB,6.57, 1080 x 2400 pixels,32, dualOS:Android 10.0; Magic UI 3,256,8,4100, Li-Po,100%,24
Huawei Honor V30 Pro 8GB128GB,6.57, 1080 x 2400 pixels,32, dualOS:Android 10.0; Magic UI 3,128,8,4100, Li-Po,96%,16
Huawei Honor V30 8GB128GB,6.57, 1080 x 2400 pixels,32, dualOS:Android 10.0; Magic UI 3,128,8,4200, Li-Po,97%,14
Huawei Mate 30 Pro 5G 8GB256GB,6.52, 1176 x 2400 pixels,32,DualOS:Android 10; EMUI 10,256,8,4500, Li-Po,100%,13
Huawei Mate 30 Pro 5G 8GB128GB,6.52, 1176 x 2400 pixels,32,DualOS:Android 10; EMUI 10,128,8,4500, Li-Po,98%,21
Huawei Mate 30 Pro 8GB256GB,6.52, 1176 x 2400 pixels,32,DualOS:Android 10; EMUI 10,256,8,4500, Li-Po,100%,8
Huawei Mate 30 Pro 8GB128GB,6.52, 1176 x 2400 pixels,32,DualOS:Android 10; EMUI 10,128,8,4500, Li-Po,98%,9
Huawei Mate 30 5G 8GB128GB,6.62, 1080 x 2340 pixels,24,OS:Android 10; EMUI 10,128,8,4200, Li-Po,97%,10
Huawei Mate 30 8GB128GB,6.62, 1080 x 2340 pixels,24,OS:Android 10; EMUI 10,128,8,4200, Li-Po,97%,9
Huawei Nova 5i Pro 8GB256GB,6.26, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; EMUI 9.1,256,8,4000, Li-Po,100%,17
Huawei Nova 5i Pro 8GB128GB,6.26, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; EMUI 9.1,128,8,4000, Li-Po,99%,10
Huawei 9X Pro 8GB256GB,6.59, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; EMUI 9.1,256,8,4000, Li-Po,100%,16
Huawei 9X Pro 8GB128GB,6.59, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; EMUI 9.1,128,8,4000, Li-Po,98%,9
Huawei Nova 5i 8GB128GB,6.4, 1080 x 2310 pixels,24,OS:Android 9.0 Pie; EMUI 9.1,128,8,4000, Li-Po,81%,14
Huawei Nova 5 Pro 8GB256GB,6.39, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; EMUI 9.1,256,8,3500, Li-Po,100%,12
Realme 7i 8GB128GB,6.5, 720 x 1600 pixels,16,OS:Android 10; Realme UI,128,8,5000, Li-Po,100%,4
Realme 6 8GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; Realme UI,128,8,4300, Li-Po,100%,13
Realme 7 Pro 8GB128GB,6.4, 1080 x 2400 pixels,32,OS:Android 10; Realme UI,128,8,4500, Li-Po,100%,6
Realme 7 8GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; Realme UI,128,8,5000, Li-Po,100%,3
Realme X7 Pro 8GB128GB,6.55, 1080 x 2400 pixels,32,OS:Android 10; Realme UI,128,8,4500, Li-Po,100%,6
Realme X7 8GB128GB,6.4, 1080 x 2400 pixels,32,OS:Android 10; Realme UI,128,8,4300, Li-Po,100%,2
Realme V5 5G 8GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; Realme UI 1.0,128,8,5000, Li-Po,100%,10
Realme X3 8GB128GB,6.6, 1080 x 2400 pixels,16,OS:Android 10; Realme UI,128,8,4200, Li-Po,100%,5
