REGION,COUNTRY,PNET ID,Partner Tier,GSI (Y/N),High Touch (Y/N),Veritas Partners,Stakeholder type,"Areas of Support
",Activity type,"Activity 
Date
DD/MM/YYYY",Notes category,Notes (free text)
North Asia,"Korea, Republic of",5067735,Platinum,No,Y,GT Solution,Partner,PRM related activities,Call/Chat Messaging,11/8/2021,General,VPDF request/ Claim POP guide 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,12/8/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,12/8/2021,General,Follow up on Korea VPDF/ORR 21Q4 Report Summary - 
North Asia,"Korea, Republic of",19287713,Gold,No,Y,STARTECHNOLOGY,Partner,PRM related activities,Emails,12/8/2021,General,Veritas Partner Program - VPDF Activity 413300 – Reminder to Submit Claim
North Asia,"Korea, Republic of",36529735,Silver,No,N,Woosung Infotech,Partner,Marketing Campaigns,Emails,12/8/2021,General,Follow up with Veritas netbackup promotion 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,12/8/2021,General,Follow up on Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,VPDF Planning,Emails,12/8/2021,General,[Approval Request] FY22Q1 VPDF Plan
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,VPDF Planning,Emails,12/8/2021,General,[Approval Request] FY22Q1 DDF Plan
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,VPDF Planning,Emails,12/8/2021,General,[Request] Discretionary VPDF for Flex Scale Demo appliance
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,12/8/2021,General,VPDF request/ Claim POP guide 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,13/8/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,13/8/2021,General,Partner ROI tagging guide 
North Asia,"Korea, Republic of",19287713,Gold,No,Y,STARTECHNOLOGY,Partner,PRM related activities,Emails,13/8/2021,General,Veritas Partner Program - VPDF Activity 413300 – Reminder to Submit Claim
North Asia,"Korea, Republic of",36529735,Silver,No,N,Woosung Infotech,Partner,Marketing Campaigns,Emails,13/8/2021,General,Follow up with Veritas netbackup promotion 
North Asia,"Korea, Republic of",19287713,Gold,No,Y,STARTECHNOLOGY,Partner,PRM related activities,Emails,13/8/2021,General,Veritas Partner Program - VPDF Activity 413300 – Reminder to Submit Claim
North Asia,"Korea, Republic of",5067735,Platinum,No,Y,GT Solution,Partner,PRM related activities,Call/Chat Messaging,13/8/2021,General,VPDF request/ Claim POP guide 
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,13/8/2021,General,VPDF request/ Claim POP guide 
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,PRM related activities,Emails,16/8/2021,General,Support Anise with ORR tagging
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,17/8/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Veritas regional team,VPDF Planning,Emails,17/8/2021,General,Support Mesa on Google ads support 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,17/8/2021,General,Review 202108 Eloqua Voice APJ KR Local Translation KLWTT 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,17/8/2021,General,[EXTERNAL] RE: #9442: VTAS Voice August - KR Edition 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,18/8/2021,General,Follow up on Backup Exec Channel Bootcamp - August 25th and 26th
North Asia,"Korea, Republic of",76068,Gold,No,Y,Ai Soft,Partner,PRM related activities,Emails,18/8/2021,General,ROI Tagging reminder 
North Asia,"Korea, Republic of",3697689,Platinum,No,Y,DST International,Partner,PRM related activities,Emails,18/8/2021,General,ROI Tagging reminder 
North Asia,"Korea, Republic of",5067735,Platinum,No,Y,GT Solution,Partner,PRM related activities,Emails,18/8/2022,General,ROI Tagging reminder 
North Asia,"Korea, Republic of",67583,Platinum,No,Y,Jun Information & Communications,Partner,PRM related activities,Emails,18/8/2023,General,ROI Tagging reminder 
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Partner,PRM related activities,Emails,18/8/2024,General,ROI Tagging reminder 
North Asia,"Korea, Republic of",36533448,Gold,No,N,TechData,Partner,PRM related activities,Emails,18/8/2025,General,ROI Tagging reminder 
North Asia,"Korea, Republic of",76703,Platinum,No,Y,UWS,Partner,PRM related activities,Emails,18/8/2026,General,ROI Tagging reminder 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,18/8/2026,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",3697689,Platinum,No,Y,DST International,Partner,PRM related activities,Emails,18/8/2021,General,ROI Tagging reminder 
North Asia,"Korea, Republic of",5067735,Platinum,No,Y,GT Solution,Partner,PRM related activities,Emails,18/8/2022,General,ROI Tagging reminder 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,18/8/2022,General,Review 202108 Eloqua Voice APJ KR Local Translation KLWTT 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,19/8/2026,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,20/8/2021,General,[EXTERNAL] RE: #9455: VTAS Voice August - KR Edition 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,20/8/2021,General,Review 202108 Eloqua Voice APJ KR Local Translation KLWTT 
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Emails,20/8/2021,General,[Discretionary Request] KR Q4 reseller fund for the platinum partner
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,20/8/2021,General,Follow up on Backup Exec Channel Bootcamp - August 25th and 26th
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Emails,20/8/2021,General,Sync Update - 08/16/2021
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,20/8/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,20/8/2021,General,[EXTERNAL] RE: #9455: VTAS Voice August - KR Edition 
North Asia,"Korea, Republic of",36520941,Gold,No,Y,"Biz & Block Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,20/8/2021,General,"Support with Claims 510990,510991"
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Call/Chat Messaging,23/8/2021,General,KOR Bi-weekly meeting - re-setting 
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Emails,23/8/2021,General,[Discretionary Request] KR Q4 reseller fund for the platinum partner
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,23/8/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,VPDF Planning,Emails,23/8/2021,General,[Approval Request] FY22Q1 DDF/VPDF Plan
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Veritas regional team,VPDF Planning,Emails,23/8/2021,General,Call with Mesa on Google ads support 
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,PRM related activities,Emails,23/8/2021,General,Support Anise with ORR tagging
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,PRM related activities,Emails,23/8/2021,General,Follow up on Veritas Partner Program - VPDF Activity 413259
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Veritas regional team,VPDF Planning,Emails,23/8/2021,General,Call with Mesa on Google ads support 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,24/8/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Veritas regional team,VPDF Planning,Emails,24/8/2021,General,Call with Mesa on Google ads support 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,24/8/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",36520941,Gold,No,Y,"Biz & Block Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,24/8/2021,General,"Support with Claims 510990,510991"
North Asia,"Korea, Republic of",5067735,Platinum,No,Y,GT Solution,Partner,PRM related activities,Call/Chat Messaging,24/8/2021,General,VPDF request/ Claim POP guide 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,25/8/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",5067735,Platinum,No,Y,GT Solution,Partner,PRM related activities,Call/Chat Messaging,25/8/2021,General,VPDF request/ Claim POP guide 
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Non Marketing,Emails,26/8/2021,General,VPDF Activity 413259 / Claim 510991/510990 Return Request
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,26/8/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",36520941,Gold,No,Y,"Biz & Block Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,26/8/2021,General,"Support with Claims 510990,510991"
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,27/8/2021,General,Email Daily newscliping to all Partners 
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,PRM related activities,Emails,27/8/2021,General,Support Anise with work coverage
North Asia,"Korea, Republic of",36520941,Gold,No,Y,"Biz & Block Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,27/8/2021,General,"Support with Claims 510990,510991"
North Asia,"Korea, Republic of",67583,Platinum,No,Y,Jun Information & Communications,Partner,PRM related activities,Call/Chat Messaging,27/8/2021,General,VPDF Request reminder 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Call/Chat Messaging,30/8/2021,General,KOR Bi-weekly meeting - Korea Channel VPDF Overview
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,30/8/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",36513957,Gold,No,N,BSSTech,Partner,PRM related activities,Emails,30/8/2021,General,New partner guide - Claim Process  
North Asia,0,0,0,0,N,Veritas KOR,Partner,Non Marketing,Emails,30/8/2021,General,Email webinar info- Datanet-TV to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,30/8/2021,General,Korea VPDF/ORR 21Q4 Report Summary - 30.AUG.2021
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,PRM related activities,Emails,30/8/2021,General,Support Anise with ORR tagging
North Asia,"Korea, Republic of",36520941,Gold,No,Y,"Biz & Block Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,30/8/2021,General,"Support with Claims 510990,510991"
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,31/8/2021,General,BE Sales Play- KR translation review
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Emails,31/8/2021,General,Follow up on Korea Q4 Template
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Emails,31/8/2021,General,VPDF Activity 413259 / Claim 510991/510990 Return Request
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Emails,31/8/2021,General,APJ Q3 VPDF Planning and utilization report
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,31/8/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,31/8/2021,General,Follow up on Korea VPDF/ORR 21Q4 Report Summary - 30.AUG.2021
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Emails,31/8/2021,General,Q122 VPDF Budget & Timelines
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,31/8/2021,General,Follow up on Korea VPDF/ORR 21Q4 Report Summary - 30.AUG.2021
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,1/9/2021,General,Email Daily newscliping to all Partners 
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,PRM related activities,Emails,1/9/2021,General,Support Anise with VPDF Process
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,1/9/2021,General,Follow up on Korea Discretionary request.
North Asia,"Korea, Republic of",76068,Gold,No,Y,Ai Soft,Partner,Non Marketing,Call/Chat Messaging,2/9/2021,General,Partner net partner contents upload 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,2/9/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,2/9/2021,General,KOR VPDF Utilisation Report - FY21Q4
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,3/9/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,3/9/2021,General,Follow up on FY21Q4 DDF Plan
North Asia,"Korea, Republic of",5067735,Platinum,No,Y,GT Solution,Partner,PRM related activities,Call/Chat Messaging,3/9/2021,General,VPDF request/ Claim POP guide 
North Asia,"Korea, Republic of",36520941,Gold,No,Y,"Biz & Block Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,6/9/2021,General,"Support with Claims 510990,510991"
North Asia,"Korea, Republic of",36529077,Distribution Partner,No,Y,"Kolon Benit Co., LTD",Partner,PRM related activities,Emails,6/9/2021,General,Support with VPDF -KR ATP training coupon Support for Veritas Partner
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Emails,6/9/2021,General,Activity 413920 Return Request.
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Emails,6/9/2021,General,Follow up on Korea Q4 Template
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,6/9/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,6/9/2021,General,Follow up on Partnernet data share
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Marketing Campaigns,Emails,6/9/2021,General,ROI Reports guide needed.
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Emails,6/9/2021,General,Follow up on Q122 VPDF/DDF approval
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,PRM related activities,Emails,6/9/2021,General,Support Anise with Datacom PIC
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,PRM related activities,Emails,6/9/2021,General,Support Anise with Intalock PIC
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,6/9/2021,General,Follow up on Weekly FCST 
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,PRM related activities,Emails,6/9/2021,General,Follow up -VPDF Activity 413259 / Claim 510991/510990 Return Request 
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,PRM related activities,Emails,6/9/2021,General,Follow up -VPDF Activity 413259 / Claim 510991/510990 Return Request 
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,PRM related activities,Emails,6/9/2021,General,Follow up -VPDF Activity 413259 / Claim 510991/510990 Return Request 
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,PRM related activities,Emails,6/9/2021,General,Follow up -VPDF Activity 413259 / Claim 510991/510990 Return Request 
North Asia,"Korea, Republic of",76703,Platinum,No,Y,UWS,Partner,PRM related activities,Emails,6/9/2021,General,KR translation VPDF request/ Claim POP guide 
North Asia,"Korea, Republic of",76068,Gold,No,Y,Ai Soft,Partner,Non Marketing,Call/Chat Messaging,7/9/2021,General,VPDF Approval follow-up
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,7/9/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,8/9/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Partner,PRM related activities,Emails,8/9/2021,General,Follow up on Veritas Partner Program - VPDF Activity 413644
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Emails,8/9/2021,General,Follow up on Q122 VPDF/DDF approval
North Asia,"Korea, Republic of",36529077,Distribution Partner,No,Y,"Kolon Benit Co., LTD",Partner,Regional Reporting,Emails,8/9/2021,General,Inquiry with Email Daily newscliping 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,8/9/2021,General,Newscliping contact list  
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,8/9/2021,General,Follow up on Partnernet data share
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,9/9/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",76703,Platinum,No,Y,UWS,Partner,PRM related activities,Call/Chat Messaging,9/9/2021,General,KR translation VPDF request/ Claim POP guide 
North Asia,"Korea, Republic of",76703,Platinum,No,Y,UWS,Partner,PRM related activities,Call/Chat Messaging,10/9/2021,General,KR translation VPDF request/ Claim POP guide 
North Asia,"Korea, Republic of",36513957,Gold,No,N,BSSTech,Partner,PRM related activities,Call/Chat Messaging,10/9/2021,General,VPDF request/ Claim POP guide 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,10/9/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",36513957,Gold,No,N,BSSTech,Partner,PRM related activities,Call/Chat Messaging,11/9/2021,General,VPDF request/ Claim POP guide 
North Asia,"Korea, Republic of",36523342,Distribution Partner,No,Y,"Daesang Information Technology Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,13/9/2021,General,VPDF request/ Claim POP guide 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,13/9/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",36513957,Gold,No,N,BSSTech,Partner,PRM related activities,Call/Chat Messaging,13/9/2021,General,VPDF request/ Claim POP guide 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Call/Chat Messaging,14/9/2021,General,KOR Bi-weekly meeting - Korea Channel VPDF Overview
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,14/9/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Partner,PRM related activities,Emails,14/9/2021,General,Follow up on Veritas Partner Program - VPDF Claim 510991
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,14/9/2021,General,Korea VPDF/ORR 21Q4 22Q1 Report Summary - 14.SEP.2021
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,14/9/2021,General,Q4 DDF campagins plan list 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,14/9/2021,General,Q4 VPDF campagin plan list 
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Veritas regional team,VPDF Planning,Emails,14/9/2021,General,Call with Mesa on Google ads support 
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Partner,VPDF Planning,Call/Chat Messaging,15/9/2021,General,Guide on Google Ads Campagin
North Asia,"Korea, Republic of",30727695,Gold,No,Y,Etechsystem,Partner,PRM related activities,Call/Chat Messaging,15/9/2021,General,VPDF request/ Claim POP guide 
North Asia,"Korea, Republic of",30727695,Gold,No,Y,Etechsystem,Partner,PRM related activities,Call/Chat Messaging,16/9/2021,General,VPDF request/ Claim POP guide 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,16/9/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",2517747,Distribution Partner,No,Y,"Youngwoo Digital Co., Ltd.",Partner,PRM related activities,Emails,17/9/2021,General,VPDF request follow up 
North Asia,"Korea, Republic of",36513957,Gold,No,N,BSSTech,Partner,PRM related activities,Call/Chat Messaging,17/9/2021,General,VPDF request/ Claim POP guide 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,17/9/2021,General,Webinar invitation to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Call/Chat Messaging,17/9/2021,General,KOR Bi-weekly meeting set up 
North Asia,"Korea, Republic of",30727695,Gold,No,Y,Etechsystem,Veritas regional team,PRM related activities,Call/Chat Messaging,17/9/2021,General,VPDF request/ Claim POP guide 
North Asia,"Korea, Republic of",30727695,Gold,No,Y,Etechsystem,Partner,PRM related activities,Call/Chat Messaging,17/9/2021,General,VPDF request/ Claim POP guide 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,17/9/2021,General,Email Daily newscliping to all Partners 
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,PRM related activities,Emails,20/9/2021,General,Follow up - [Urgent reply needed] Veritas Voice KOR Edition - Sep 2021 Issue
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Partner,VPDF Planning,Call/Chat Messaging,20/9/2021,General,Follow up on Google Ads Campagin
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,23/9/2021,General,KR Reminders on expiring VPDF Claims SEP 2021
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,24/9/2021,General,Review 202109 Eloqua Voice APJ KR Local Translation KLWTT 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,24/9/2021,General,Request for discretionary fund / FY22Q1 VPDF Fund plan
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,24/9/2021,General,Korea VPDF VPDF Weekly Report 24th SEP 2021
North Asia,"Korea, Republic of",36523342,Distribution Partner,No,Y,"Daesang Information Technology Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,24/9/2021,General,VPDF request/ Claim POP guide 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Call/Chat Messaging,27/9/2021,General,KOR Bi-weekly meeting - Korea Channel VPDF Overview
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Call/Chat Messaging,27/9/2021,General,"Invitation for Partner webinar on VPDF, ORR, ROI tagging, Supercharge…"
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,27/9/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,27/9/2021,General,Follow up on Top line ROI and pipeline as of 20 September 2021
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Call/Chat Messaging,27/9/2021,General,"Partner webinar on VPDF, ORR, ROI tagging, Supercharge…"
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Call/Chat Messaging,27/9/2021,General,"Post webinar follow up - Partner webinar on VPDF, ORR, ROI tagging, Supercharge…"
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Regional Reporting,Emails,27/9/2021,General,Follow up on DDF Plan report
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,27/9/2021,General,Review and confrim [EXTERNAL] RE: #9455: VTAS Voice August - KR Edition 
North Asia,"Korea, Republic of",5067735,Platinum,No,Y,GT Solution,Partner,PRM related activities,Call/Chat Messaging,27/9/2021,General,VPDF request/ Claim POP guide /ROI tagging
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,28/9/2021,General,Follow up [EXTERNAL] RE: #9455: VTAS Voice August - KR Edition 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,28/9/2021,General,Email Daily newscliping to all Partners 
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Partner,VPDF Planning,Call/Chat Messaging,28/9/2021,General,Meeting invites on Google Ads Campagin
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Partner,VPDF Planning,Call/Chat Messaging,28/9/2021,General,Meeting on Google Ads Campagin
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Partner,VPDF Planning,Call/Chat Messaging,28/9/2021,General,Guide on Google Ads Campagin
North Asia,"Korea, Republic of",36529077,Distribution Partner,No,Y,"Kolon Benit Co., LTD",Partner,PRM related activities,Call/Chat Messaging,28/9/2021,General,VPDF request/ Claim POP guide /ROI tagging
North Asia,"Korea, Republic of",3697689,Platinum,No,Y,DST International,Partner,PRM related activities,Call/Chat Messaging,28/9/2021,General,VPDF request/ Claim POP guide /ROI tagging
North Asia,"Korea, Republic of",36513957,Gold,No,N,BSSTech,Partner,PRM related activities,Call/Chat Messaging,29/9/2021,General,VPDF request/ Claim POP guide /ROI tagging
North Asia,"Korea, Republic of",70950,Gold,No,Y,"Korea Business Service Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,29/9/2021,General,VPDF request/ Claim POP guide /ROI tagging
North Asia,"Korea, Republic of",36507119,Platinum,No,Y,"MESA Co., Ltd.",Partner,VPDF Planning,Call/Chat Messaging,29/9/2021,General,VPDF request/ Claim POP guide /ROI tagging
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,29/9/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Regional Reporting,Emails,30/9/2021,General,Email Daily newscliping to all Partners 
North Asia,0,0,0,0,N,Veritas KOR,Partner,Non Marketing,Emails,30/9/2021,General,"Email Digital Coverage Report to all Partners - on Veritas’ data backup strategies which published on Network Times, a monthly magazine of IT trade media DataNet."
Greater China,China,19536,Platinum,No,Y,Shanghai Nanyang Wanbang Software Tech. Co Ltd,Partner,PRM related activities,Call/Chat Messaging,7/5/2021,General,Update partner on Activity ID 412135 and 412787 claim status
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,Non Marketing,Call/Chat Messaging,7/5/2021,General,Approve partner issued fapiao. Remind partner to submit expiring claim. Clarify needed document for claim
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,Regional Reporting,Emails,7/5/2021,General,Email monthly claim tracker. VPDF activity status update
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Partner,PRM related activities,Call/Chat Messaging,7/5/2021,General,Remind partner to submit expiring claim
Greater China,China,3417735,Gold,No,Y,"Shanghai Linkwit InformationTechnologyCo., Ltd",Partner,PRM related activities,Call/Chat Messaging,7/5/2021,General,Remind partner to submit expiring claim
Greater China,China,8837813,Distribution Partner,No,Y,"Changhong IT Information Product CO.,LTD.",Partner,PRM related activities,Call/Chat Messaging,7/5/2021,General,Remind partner to submit expiring claim
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Partner,PRM related activities,Call/Chat Messaging,7/5/2021,General,Remind partner to submit expiring claim
Greater China,China,72183,Platinum,No,Y,ZheJiang University Innvotion TuLing Information Technology Co Ltd,Partner,Partner Engagement,Call/Chat Messaging,7/6/2021,General,Clarify and redirect partner's question on Netbackup Saas Protection
